Date,TWSEMarginMaintenanceRate_IncludeETF,TWSEMarginMaintenanceRate_ExcludeETF,TWSEMarginMarketValueK_IncludeETF,TWSEMarginMarketValueK_ExcludeETF,TWSEETFMarginMarketValueK,TWSETotalMarginAmountK,TPEXMarginMaintenanceRate_IncludeETF,TPEXMarginMaintenanceRate_ExcludeETF,TPEXMarginMarketValueK_IncludeETF,TPEXMarginMarketValueK_ExcludeETF,TPEXETFMarginMarketValueK,TPEXTotalMarginAmountK,CombinedMarginMaintenanceRate_IncludeETF,CombinedMarginMaintenanceRate_ExcludeETF,CombinedMarginMarketValueK_IncludeETF,CombinedMarginMarketValueK_ExcludeETF,CombinedETFMarginMarketValueK,CombinedTotalMarginAmountK,TWIIOpen,TWIIHigh,TWIILow,TWIIClose,TWIIVolume,MacroMicroOldMarginMaintenanceRate,Status
2022-08-02,150.033587,142.252862,286847165.3,271971304.23,14875861.07,191188634.0,153.564152,153.404779,87401777.21,87311069.35,90707.86,56915482.0,150.843504,144.81113,374248942.51,359282373.58,14966568.93,248104116.0,14860.94,14860.94,14663.46,14747.23,,151.4945,ok
2022-08-03,148.968547,141.043709,284027543.02,268917828.39,15109714.63,190662760.0,151.56389,151.39223,86308166.51,86210414.62,97751.89,56945072.0,149.565426,143.423671,370335709.53,355128243.01,15207466.52,247607832.0,14757.51,14777.02,14673.35,14777.02,,150.4597,ok
2022-08-04,148.344893,140.26099,281890456.9,266529125.43,15361331.47,190023702.0,150.980958,150.810479,85705898.72,85609124.6,96774.12,56766032.0,148.951235,142.68756,367596355.62,352138250.03,15458105.59,246789734.0,14741.47,14766.57,14545.69,14702.2,,149.9709,ok
2022-08-05,152.281861,144.14216,289302094.28,273838450.19,15463644.09,189978040.0,155.088979,154.920644,88003042.14,87907522.72,95519.42,56743582.0,152.927471,146.621107,377305136.42,361745972.91,15559163.51,246721622.0,14802.34,15041.41,14802.34,15036.04,,154.2493,ok
2022-08-08,152.505804,144.363574,289878396.36,274401891.97,15476504.39,190076960.0,155.655372,155.487285,88410560.97,88315089.37,95471.6,56798914.0,153.230428,146.922814,378288957.33,362716981.34,15571975.99,246875874.0,14972.21,15034.87,14908.17,15020.41,,154.5988,ok
2022-08-09,152.983486,144.822228,291283721.56,275744517.03,15539204.53,190402068.0,156.380861,156.213503,89230453.3,89134959.11,95494.19,57059702.0,153.766852,147.448827,380514174.86,364879476.14,15634698.72,247461770.0,14965.12,15077.63,14905.23,15050.28,,155.3932,ok
2022-08-10,152.223445,144.038091,292748317.56,277006664.98,15741652.58,192314868.0,155.574921,155.411302,89210606.43,89116783.37,93823.06,57342537.0,152.993228,146.650346,381958923.99,366123448.35,15835475.64,249657405.0,14940.76,14982.33,14890.55,14939.02,,154.5746,ok
2022-08-11,153.834618,145.72681,293920480.83,278429488.05,15490992.78,191062639.0,157.575321,157.408575,90984608.01,90888327.97,96280.04,57740392.0,154.702733,148.437828,384905088.84,369317816.02,15587272.82,248803031.0,15087.59,15204.79,15087.59,15197.85,,156.718,ok
2022-08-12,155.513462,147.411139,296559719.24,281108821.73,15450897.51,190697137.0,159.579249,159.420636,92573880.14,92481867.24,92012.9,58011227.0,156.461807,150.212354,389133599.38,373590688.97,15542910.41,248708364.0,15203.91,15298.42,15198.93,15288.97,,158.7483,ok
2022-08-15,156.895324,149.028215,299047774.24,284052798.45,14994975.79,190603369.0,162.089406,161.937959,93727301.13,93639727.59,87573.54,57824446.0,158.104307,152.033107,392775075.37,377692526.04,15082549.33,248427815.0,15332.92,15437.23,15315.12,15417.35,,160.4267,ok
2022-08-16,156.334805,148.560118,297394412.1,282604688.1,14789724.0,190229176.0,162.371531,162.221535,94028712.35,93941849.99,86862.36,57909605.0,157.743632,151.748363,391423124.45,376546538.09,14876586.36,248138781.0,15435.04,15451.83,15392.49,15420.57,,159.9741,ok
2022-08-17,156.793055,148.984913,299444288.19,284532252.64,14912035.55,190980581.0,162.96506,162.813124,94575913.54,94487738.55,88174.99,58034473.0,158.231479,152.207662,394020201.73,379019991.19,15000210.54,249015054.0,15423.44,15475.89,15390.84,15465.45,,160.486,ok
2022-08-18,157.304638,149.44762,301662728.46,286595344.24,15067384.22,191769761.0,165.047437,164.89973,96090815.68,96004820.58,85995.1,58220120.0,159.107858,153.046261,397753544.14,382600164.82,15153379.32,249989881.0,15384.73,15396.76,15311.22,15396.76,,161.0432,ok
2022-08-19,157.928989,150.202097,304621397.71,289717379.87,14904017.84,192885043.0,166.013987,165.865217,97153061.97,97066000.27,87061.7,58521010.0,159.810973,153.848078,401774459.68,386783380.14,14991079.54,251406053.0,15394.36,15458.45,15346.26,15408.78,,161.6906,ok
2022-08-22,155.978733,148.363033,301123325.69,286420904.84,14702420.85,193054091.0,164.27142,164.126471,96913581.63,96828067.8,85513.83,58996009.0,157.919758,152.052696,398036907.32,383248972.64,14787934.68,252050100.0,15375.2,15375.2,15229.36,15245.14,,159.3331,ok
2022-08-23,154.900624,147.254118,300157352.89,285340402.45,14816950.44,193774141.0,163.863182,163.720403,96964548.45,96880060.24,84488.21,59174091.0,156.997303,151.106201,397121901.34,382220462.69,14901438.65,252948232.0,15225.17,15225.17,15086.43,15095.89,,158.1844,ok
2022-08-24,154.721419,147.052526,299881522.36,285017652.13,14863870.23,193820303.0,163.649836,163.510118,97860584.16,97777034.72,83549.44,59798767.0,156.826577,150.932927,397742106.52,382794686.85,14947419.67,253619070.0,15112.15,15183.96,15053.52,15069.19,,158.0167,ok
2022-08-25,156.714298,149.09054,304167610.77,289370617.52,14796993.25,194090529.0,166.143112,165.999891,100175854.72,100089499.65,86355.07,60294919.0,158.949134,153.098426,404343465.49,389460117.17,14883348.32,254385448.0,15105.31,15244.06,15105.31,15200.04,,159.9592,ok
2022-08-26,157.632028,150.080827,305374066.25,290745434.77,14628631.48,193725901.0,166.236437,166.098586,101377437.81,101293370.4,84067.41,60983885.0,159.692138,153.915879,406751504.06,392038805.17,14712698.89,254709786.0,15221.5,15337.25,15221.5,15278.44,,160.8574,ok
2022-08-29,153.586288,146.015625,296265402.34,281661719.45,14603682.89,192898342.0,162.731303,162.594832,99328565.79,99245266.15,83299.64,61038389.0,155.784461,150.000744,395593968.13,380906985.6,14686982.53,253936731.0,15197.19,15197.19,14843.72,14926.19,,156.5054,ok
2022-08-30,154.915329,147.33333,300745833.71,286026471.48,14719362.23,194135619.0,165.373843,165.237495,102151004.58,102066782.7,84221.88,61769747.0,157.439777,151.654989,402896838.29,388093254.18,14803584.11,255905366.0,14919.67,15027.5,14911.97,14953.63,,157.9124,ok
2022-08-31,156.470645,148.811011,303483600.85,288627310.83,14856290.02,193955614.0,167.377188,167.241236,104930729.16,104845499.12,85230.04,62691177.0,159.134789,153.312967,408414330.01,393472809.95,14941520.06,256646791.0,14912.12,15095.44,14874.33,15095.44,,159.3718,ok
2022-09-01,153.583852,145.796637,299679052.42,284484321.45,15194730.97,195124063.0,164.767621,164.631017,103844565.97,103758471.53,86094.44,63024862.0,156.314274,150.39489,403523618.39,388242792.98,15280825.41,258148925.0,14981.0,14981.0,14773.19,14801.86,,156.4437,ok
2022-09-02,152.768118,144.830268,298266727.83,282768753.75,15497974.08,195241476.0,164.92472,164.782716,104376618.41,104286747.67,89870.74,63287431.0,155.744033,149.714593,402643346.24,387055501.42,15587844.82,258528907.0,14790.28,14817.4,14673.04,14673.04,,155.6053,ok
2022-09-05,150.850829,142.850474,292638175.97,277118145.04,15520030.93,193991758.0,161.891105,161.748962,102651528.2,102561398.5,90129.7,63407763.0,153.570489,147.505925,395289704.17,379679543.54,15610160.63,257399521.0,14670.18,14753.03,14632.79,14661.1,,153.5992,ok
2022-09-06,149.5261,141.433979,287994197.67,272408398.25,15585799.42,192604634.0,158.559199,158.413295,98982306.76,98891224.47,91082.29,62426089.0,151.73721,145.590154,386976504.43,371299622.72,15676881.71,255030723.0,14705.16,14789.31,14623.22,14677.2,,152.2415,ok
2022-09-07,142.717173,134.68961,274423171.78,258987402.72,15435769.06,192284618.0,157.106471,156.971534,98118749.21,98034475.84,84273.37,62453665.0,146.244968,140.152424,372541920.99,357021878.56,15520042.43,254738283.0,14557.86,14557.86,14397.12,14410.05,,151.4161,ok
2022-09-08,145.052143,136.930938,278929863.4,263313088.65,15616774.75,192296272.0,160.504903,160.373703,100526364.92,100444193.03,82171.89,62631336.0,148.848621,142.690423,379456228.32,363757281.68,15698946.64,254927608.0,14447.09,14583.42,14447.09,14583.42,,154.017,ok
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20220909: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2022-09-12,147.370472,139.295943,282630026.47,267144534.27,15485492.2,191781992.0,162.393637,162.258192,101979873.41,101894816.38,85057.03,62797949.0,151.076278,144.960105,384609899.88,369039350.65,15570549.23,254579941.0,14711.34,14856.23,14711.34,14807.43,,156.6457,ok
2022-09-13,147.698281,139.723658,282698647.68,267434996.27,15263651.41,191402802.0,162.266161,162.118424,101954082.98,101861257.86,92825.12,62831389.0,151.298584,145.258296,384652730.66,369296254.13,15356476.53,254234191.0,14895.87,14949.56,14856.98,14894.41,,157.0033,ok
2022-09-14,146.889332,138.817302,283008840.15,267456615.82,15552224.33,192668070.0,162.392438,162.262872,102449938.09,102368197.99,81740.1,63087875.0,150.713516,144.600671,385458778.24,369824813.81,15633964.43,255755945.0,14695.19,14699.78,14522.7,14658.31,,156.0739,ok
2022-09-15,146.971724,138.927212,284289518.52,268728903.76,15560614.76,193431438.0,160.699006,160.568315,102509746.36,102426379.09,83367.27,63789907.0,150.376037,144.294123,386799264.88,371155282.85,15643982.03,257221345.0,14647.0,14750.28,14624.55,14670.04,,156.1819,ok
2022-09-16,145.807103,137.735784,282757653.96,267105279.75,15652374.21,193925843.0,158.427073,158.29511,101281249.02,101196886.41,84362.61,63929256.0,148.935935,142.832997,384038902.98,368302166.16,15736736.82,257855099.0,14602.16,14602.16,14521.65,14561.76,,154.9505,ok
2022-09-19,149.083273,141.026715,287453418.36,271919245.82,15534172.54,192813997.0,156.187302,156.055215,99062881.92,98979104.66,83777.26,63425695.0,150.841697,144.746642,386516300.28,370898350.48,15617949.8,256239692.0,14567.27,14585.06,14424.33,14425.68,,153.4918,ok
2022-09-20,150.279042,142.223539,289312119.73,273803938.65,15508181.08,192516612.0,157.444438,157.311625,100182196.83,100097687.38,84509.45,63630191.0,152.059019,145.971615,389494316.56,373901626.03,15592690.53,256146803.0,14474.95,14558.72,14461.39,14549.3,,154.7536,ok
2022-09-21,149.174448,141.066956,287078780.12,271476315.9,15602464.22,192445009.0,156.242311,156.111954,99272973.88,99190147.94,82825.94,63537830.0,150.928771,144.801294,386351754.0,370666463.84,15685290.16,255982839.0,14517.34,14525.46,14384.11,14424.52,,153.5206,ok
2022-09-22,148.72928,140.734583,286472046.27,271073214.39,15398831.88,192613079.0,157.609873,157.479989,100496094.76,100413277.14,82817.62,63762563.0,150.937951,144.899293,386968141.03,371486491.53,15481649.5,256375642.0,14325.67,14325.67,14151.8,14284.63,,152.8309,ok
2022-09-23,146.740513,138.768923,281131118.24,265858839.72,15272278.52,191583846.0,153.749419,153.611877,98047981.91,97960269.26,87712.65,63771286.0,148.490887,142.475738,379179100.15,363819108.98,15359991.17,255355132.0,14231.03,14277.53,14109.71,14118.38,,150.6207,ok
2022-09-26,141.859109,133.648278,262282055.59,247101121.83,15180933.76,184889118.0,147.18144,147.039027,90337021.6,90249610.91,87410.69,61377998.0,143.185612,136.9857,352619077.19,337350732.74,15268344.45,246267116.0,13993.42,13993.42,13743.19,13778.19,,144.5238,ok
2022-09-27,144.139411,135.864644,265996923.27,250726549.84,15270373.43,184541425.0,149.452474,149.304093,90932230.84,90841950.89,90279.95,60843577.0,145.456793,139.196975,356929154.11,341568500.73,15360653.38,245385002.0,13812.99,13862.84,13732.32,13826.59,,146.8719,ok
2022-09-28,138.839532,130.263971,249536266.71,234123412.39,15412854.32,179729983.0,142.345609,142.191173,84219357.29,84127984.77,91372.52,59165406.0,139.707855,133.21789,333755624.0,318251397.16,15504226.84,238895389.0,13816.7,13854.09,13466.07,13466.07,,140.6704,ok
2022-09-29,138.299175,129.697387,247588750.4,232189483.14,15399267.26,179024025.0,145.386693,145.232736,85599285.72,85508640.49,90645.23,58876974.0,140.053231,133.542156,333188036.12,317698123.63,15489912.49,237900999.0,13550.7,13651.29,13462.57,13534.26,,142.7656,ok
2022-09-30,139.669832,130.998325,248324623.88,232907202.73,15417421.15,177794031.0,147.905462,147.750612,86792318.26,86701450.87,90867.39,58680942.0,141.713492,135.155382,335116942.14,319608653.6,15508288.54,236474973.0,13409.65,13466.82,13274.72,13424.58,,144.2419,ok
2022-10-03,139.471007,130.755802,248322134.75,232805086.66,15517048.09,178045703.0,147.119253,146.966607,86316840.03,86227280.33,89559.7,58671342.0,141.366658,134.77372,334638974.78,319032366.99,15606607.79,236717045.0,13359.26,13440.23,13273.48,13300.48,,144.2324,ok
2022-10-04,143.419634,134.708826,254912714.51,239430207.11,15482507.4,177739064.0,151.403238,151.248579,88793171.1,88702468.48,90702.62,58646811.0,145.400348,138.812302,343705885.61,328132675.59,15573210.02,236385875.0,13447.36,13586.96,13447.36,13576.52,,148.7429,ok
2022-10-05,144.794753,136.311446,256102825.92,241098147.05,15004678.87,176873002.0,151.014095,150.85338,88404517.84,88310434.48,94083.36,58540574.0,146.341324,139.927606,344507343.76,329408581.53,15098762.23,235413576.0,13727.3,13902.02,13727.3,13801.43,,150.5495,ok
2022-10-06,146.044347,137.579555,258284640.36,243314352.91,14970287.45,176853569.0,152.436985,152.274784,89594621.58,89499288.08,95333.5,58774858.0,147.638919,141.245114,347879261.94,332813640.99,15065620.95,235628427.0,13865.45,13899.23,13814.33,13892.05,,152.0871,ok
2022-10-07,144.589108,136.080438,256639538.43,241537008.68,15102529.75,177495761.0,150.913451,150.764131,89062075.62,88973954.17,88121.45,59015333.0,146.167187,139.74438,345701614.05,330510962.85,15190651.2,236511094.0,13847.52,13847.52,13684.21,13702.28,,150.8846,ok
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,data unavailable: TWSE MI_MARGN total 20221010: missing tables (keys=stat; stat='很抱歉，沒有符合條件的資料')
2022-10-11,141.286579,132.667833,248808399.42,233630621.01,15177778.41,176101935.0,143.857648,143.704802,83714331.38,83625386.59,88944.79,58192479.0,141.925164,135.409121,332522730.8,317256007.6,15266723.2,234294414.0,13394.12,13394.12,13106.03,13106.03,,145.0215,ok
2022-10-12,141.165286,132.432277,248031023.08,232686902.63,15344120.45,175702561.0,144.967696,144.813866,83851610.42,83762632.31,88978.11,57841583.0,142.107024,135.49881,331882633.5,316449534.94,15433098.56,233544144.0,13076.91,13130.73,12991.59,13081.24,,144.8781,ok
2022-10-13,137.09156,127.948029,233518594.22,217943713.93,15574880.29,170337688.0,138.62178,138.463262,76770084.78,76682296.23,87788.55,55380969.0,137.467006,130.527983,310288679.0,294626010.16,15662668.84,225718657.0,13108.4,13111.39,12809.43,12810.73,,139.9618,ok
2022-10-14,142.483319,133.391885,241511535.64,226101407.37,15410128.27,169501621.0,144.192347,144.029754,79590291.06,79500544.23,89746.83,55197306.0,142.903142,136.005078,321101826.7,305601951.6,15499875.1,224698927.0,13023.71,13221.87,13023.71,13128.12,,146.2134,ok
2022-10-17,141.986364,132.937851,240272173.36,224960098.4,15312074.96,169222006.0,143.606343,143.438393,77878394.89,77787314.87,91080.02,54230470.0,142.379522,135.486265,318150568.25,302747413.27,15403154.98,223452476.0,12988.83,12988.83,12814.82,12966.05,,145.6942,ok
2022-10-18,143.5141,134.47864,243281011.43,227964356.99,15316654.44,169517149.0,144.90503,144.736324,78931336.42,78839440.4,91896.02,54471081.0,143.852357,136.973178,322212347.85,306803797.39,15408550.46,223988230.0,13075.05,13143.15,12978.13,13124.68,,147.5495,ok
2022-10-19,143.035513,133.926394,242680973.92,227226001.46,15454972.46,169664840.0,143.937558,143.768591,78417753.0,78325698.9,92054.1,54480397.0,143.254763,136.318623,321098726.92,305551700.36,15547026.56,224145237.0,13096.35,13155.62,12976.76,12976.76,,147.3766,ok
2022-10-20,140.93939,131.771171,239286357.33,223720590.0,15565767.33,169779618.0,142.727916,142.56608,77528907.52,77440999.28,87908.24,54319372.0,141.372911,134.387749,316815264.85,301161589.28,15653675.57,224098990.0,12912.93,12946.1,12698.91,12946.1,,146.702,ok
2022-10-21,139.129327,129.832918,235318441.41,219594824.05,15723617.36,169136477.0,140.060131,139.898226,75752407.17,75664839.43,87567.74,54085632.0,139.354856,132.271693,311070848.58,295259663.48,15811185.1,223222109.0,12931.2,12954.02,12813.6,12819.2,,144.7426,ok
2022-10-24,140.47373,131.115525,237314856.2,221505201.63,15809654.57,168938958.0,141.52681,141.35834,75896162.25,75805817.21,90345.04,53626703.0,140.727468,133.583509,313211018.45,297311018.84,15899999.61,222565661.0,12913.58,13027.84,12856.77,12856.98,,146.5355,ok
2022-10-25,139.077525,129.894625,233488487.06,218071893.99,15416593.07,167883694.0,139.164548,138.994822,73877867.48,73787765.65,90101.83,53086701.0,139.098432,132.080888,307366354.54,291859659.64,15506694.9,220970395.0,12830.29,12843.31,12629.48,12666.12,,145.0382,ok
2022-10-26,138.759932,129.467427,231586498.56,216077563.26,15508935.3,166897241.0,138.430971,138.257126,72919255.84,72827681.92,91573.92,52675536.0,138.681014,131.576077,304505754.4,288905245.18,15600509.22,219572777.0,12666.42,12791.97,12635.52,12729.05,,144.773,ok
2022-10-27,142.107864,132.784416,236407062.92,220896809.76,15510253.16,166357481.0,143.976178,143.799132,75757179.58,75664021.66,93157.92,52617857.0,142.556804,135.431156,312164242.5,296560831.42,15603411.08,218975338.0,12807.69,12954.32,12807.69,12926.37,,148.88,ok
2022-10-28,139.633507,130.399747,231687966.02,216366779.84,15321186.18,165925766.0,141.090498,140.918482,74275601.19,74185045.54,90555.65,52643943.0,139.984433,132.933254,305963567.21,290551825.38,15411741.83,218569709.0,12874.83,12891.38,12723.98,12788.42,,146.5304,ok
2022-10-31,143.190695,134.075526,236719822.69,221650817.99,15069004.7,165317881.0,144.647938,144.478148,76132262.83,76042897.61,89365.22,52632802.0,143.542604,136.58765,312852085.52,297693715.6,15158369.92,217950683.0,12862.37,12977.61,12826.34,12949.75,,149.2124,ok
2022-11-01,144.745465,135.552327,239319029.42,224119294.28,15199735.14,165337843.0,147.322743,147.157249,77909153.1,77821634.29,87518.81,52883317.0,145.370038,138.364643,317228182.52,301940928.57,15287253.95,218221160.0,12933.12,13062.9,12907.61,13037.21,,150.9894,ok
2022-11-02,146.253606,136.979042,241422618.0,226112981.59,15309636.41,165071224.0,149.458997,149.276141,79310491.47,79213458.85,97032.62,53065050.0,147.033368,139.970503,320733109.47,305326440.44,15406669.03,218136274.0,13033.15,13100.17,13014.04,13100.17,,152.684,ok
2022-11-03,146.616559,137.33639,243249524.47,227852923.14,15396601.33,165908630.0,150.801861,150.608813,80288352.67,80185571.73,102780.94,53240956.0,147.633351,140.560838,323537877.14,308038494.87,15499382.27,219149586.0,12985.55,12991.37,12905.35,12986.6,,153.1993,ok
2022-11-04,148.164686,138.722507,247269983.54,231512061.5,15757922.04,166888609.0,151.940773,151.747589,81286242.67,81182891.6,103351.07,53498637.0,149.081325,141.884324,328556226.21,312694953.1,15861273.11,220387246.0,12941.78,13029.94,12868.25,13026.71,,154.6255,ok
2022-11-07,150.039,140.611028,249329512.01,233662442.16,15667069.85,166176469.0,153.921894,153.726355,82916542.38,82811206.6,105335.78,53869232.0,150.989568,143.821782,332246054.39,316473648.76,15772405.63,220045701.0,13109.35,13246.59,13103.35,13223.73,,156.9405,ok
2022-11-08,150.473339,141.179299,249194673.7,233803075.8,15391597.9,165607194.0,153.351847,153.154958,82850891.96,82744518.94,106373.02,54026667.0,151.181409,144.125133,332045565.66,316547594.74,15497970.92,219633861.0,13274.91,13389.25,13274.91,13347.76,,157.8165,ok
2022-11-09,153.114821,143.647073,251909293.96,236332658.69,15576635.27,164523129.0,155.81436,155.614651,84135003.61,84027167.04,107836.57,53996951.0,153.781885,146.604296,336044297.57,320359825.73,15684471.84,218520080.0,13410.19,13638.81,13410.19,13638.81,,160.9678,ok
2022-11-10,152.025749,142.538688,251059138.52,235391968.04,15667170.48,165142511.0,155.590448,155.386632,84487341.77,84376667.41,110674.36,54301111.0,152.90783,145.717899,335546480.29,319768635.45,15777844.84,219443622.0,13556.51,13559.4,13463.85,13503.76,,160.0423,ok
2022-11-11,154.676567,145.255733,252690191.72,237299674.97,15390516.75,163366822.0,157.886345,157.688423,85423705.98,85316621.09,107084.89,54104556.0,155.475125,148.348854,338113897.7,322616296.06,15497601.64,217471378.0,13878.95,14045.51,13878.95,14007.56,,162.6766,ok
2022-11-14,156.688765,147.21618,254612746.36,239220188.61,15392557.75,162495854.0,159.433556,159.232882,86578820.54,86469846.67,108973.87,54304014.0,157.37628,150.226122,341191566.9,325690035.28,15501531.62,216799868.0,14080.91,14217.3,14076.94,14174.9,,164.8619,ok
2022-11-15,158.354373,148.633465,258142392.49,242295791.93,15846600.56,163015639.0,160.732706,160.534414,88298627.69,88189696.02,108931.67,54935072.0,158.953838,151.633131,346441020.18,330485487.95,15955532.23,217950711.0,14325.49,14568.51,14278.53,14546.31,,166.4635,ok
2022-11-16,158.220359,148.481504,258307119.09,242407675.37,15899443.72,163257826.0,161.845113,161.653183,89077302.15,88971666.38,105635.77,55038611.0,159.134261,151.802451,347384421.24,331379341.75,16005079.49,218296437.0,14637.85,14657.66,14481.06,14537.35,,166.1053,ok
2022-11-17,158.912583,149.27292,260583734.62,244776684.01,15807050.61,163979296.0,163.968418,163.774592,91239052.37,91131199.07,107853.3,55644284.0,160.19354,152.947094,351822786.99,335907883.08,15914903.91,219623580.0,14489.41,14545.89,14383.55,14535.23,,166.7329,ok
2022-11-18,157.534768,147.85178,258067308.44,242205015.32,15862293.12,163816097.0,162.86099,162.666999,91141423.31,91032860.79,108562.52,55962710.0,158.890994,151.624208,349208731.75,333237876.11,15970855.64,219778807.0,14584.31,14669.98,14470.48,14504.99,,165.0854,ok
2022-11-21,156.900337,147.189027,257147688.76,241231591.77,15916096.99,163892375.0,162.687302,162.494996,91822561.12,91714021.43,108539.69,56441136.0,158.382739,151.109839,348970249.88,332945613.2,16024636.68,220333511.0,14514.71,14530.76,14421.65,14449.39,,164.3782,ok
2022-11-22,156.727582,147.098822,257279577.02,241473276.53,15806300.49,164157179.0,161.402653,161.209482,91706827.86,91597070.66,109757.2,56818662.0,157.929665,150.727041,348986404.88,333070347.19,15916057.69,220975841.0,14404.08,14542.79,14371.09,14542.2,,164.0224,ok
2022-11-23,157.496022,147.902129,258836713.72,243069638.28,15767075.44,164344922.0,163.691737,163.494511,93923396.89,93810232.18,113164.71,57378215.0,159.099368,151.937175,352760110.61,336879870.46,15880240.15,221723137.0,14595.5,14647.98,14573.41,14608.54,,164.8129,ok
2022-11-24,159.8003,150.180206,262523156.38,246719071.6,15804084.78,164282017.0,165.545877,165.339564,95507606.29,95388579.26,119027.03,57692531.0,161.29361,154.120215,358030762.67,342107650.86,15923111.81,221974548.0,14649.8,14784.0,14649.8,14784.0,,167.2256,ok
2022-11-25,158.799115,149.091261,260311948.59,244398317.7,15913630.89,163925314.0,163.183014,162.978987,93597945.39,93480920.02,117025.37,57357652.0,159.935444,152.691029,353909893.98,337879237.72,16030656.26,221282966.0,14764.94,14835.66,14756.01,14778.51,,165.9338,ok
2022-11-28,158.426212,148.837811,261592474.01,245760160.69,15832313.32,165119440.0,164.308962,164.090463,94787712.57,94661663.37,126049.2,57688705.0,159.949353,152.786975,356380186.58,340421824.06,15958362.52,222808145.0,14636.9,14638.19,14503.12,14556.87,,165.4505,ok
2022-11-29,159.519179,150.069262,263734544.88,248110908.91,15623635.97,165330932.0,163.986782,163.789535,95534425.72,95419514.68,114911.04,58257394.0,160.683242,153.644168,359268970.6,343530423.59,15738547.01,223588326.0,14503.79,14716.58,14449.05,14709.64,,166.1899,ok
2022-11-30,161.568414,152.040579,267235766.87,251476633.33,15759133.54,165400997.0,166.296655,166.099336,97254519.36,97139122.21,115397.15,58482547.0,162.803518,155.712988,364490286.23,348615755.54,15874530.69,223883544.0,14678.23,14879.55,14678.23,14879.55,,168.282,ok
2022-12-01,162.78598,153.270462,270341459.05,254538874.99,15802584.06,166071709.0,168.426858,168.230347,98819158.41,98703861.89,115296.52,58671853.0,164.258595,157.175909,369160617.46,353242736.88,15917880.58,224743562.0,15059.92,15152.38,14998.03,15012.8,,169.6923,ok
2022-12-02,163.49079,154.026271,274182538.44,258310048.08,15872490.36,167705189.0,169.766382,169.570126,100312379.63,100196414.89,115964.74,59088483.0,165.125823,158.076043,374494918.07,358506462.97,15988455.1,226793672.0,14933.2,15021.73,14921.06,14970.68,,170.2061,ok
2022-12-05,164.57019,155.096823,277429025.57,261459020.69,15970004.88,168577934.0,170.899461,170.70346,101670268.61,101553664.85,116603.76,59491275.0,166.221164,159.167775,379099294.18,363012685.54,16086608.64,228069209.0,14972.17,15088.06,14969.97,14980.74,,170.8511,ok
2022-12-06,161.287861,151.709323,271612611.87,255482125.09,16130486.78,168402389.0,166.592474,166.394772,98912878.62,98795494.8,117383.82,59374158.0,162.670607,155.537356,370525490.49,354277619.89,16247870.6,227776547.0,14955.29,14957.82,14728.88,14728.88,,167.1283,ok
2022-12-07,158.608411,148.845579,266154735.24,249772098.46,16382636.78,167806192.0,163.019722,162.814408,96263323.26,96142085.44,121237.82,59050109.0,159.756664,152.481629,362418058.5,345914183.9,16503874.6,226856301.0,14708.08,14823.15,14630.01,14630.01,,164.1439,ok
2022-12-08,159.092401,149.348417,268516354.47,252070446.72,16445907.75,168780126.0,164.652116,164.435525,97982412.67,97853522.02,128890.65,59508748.0,160.541668,153.281219,366498767.14,349923968.74,16574798.4,228288874.0,14631.21,14634.16,14464.2,14553.04,,164.5263,ok
2022-12-09,159.909932,150.026137,269739029.37,253066861.46,16672167.91,168681849.0,164.016614,163.806325,98075939.02,97950193.76,125745.26,59796344.0,160.984715,153.632629,367814968.39,351017055.22,16797913.17,228478193.0,14620.27,14742.79,14620.27,14705.43,,165.318,ok
2022-12-12,159.419711,149.594238,269737539.37,253112875.48,16624663.89,169199616.0,162.937125,162.726747,97109235.79,96983852.18,125383.61,59599208.0,160.335953,153.015091,366846775.16,350096727.66,16750047.5,228798824.0,14658.46,14658.46,14538.66,14612.59,,164.3381,ok
2022-12-13,158.668292,148.87603,268475592.03,251906539.68,16569052.35,169205573.0,162.254608,162.043792,96969243.8,96843252.16,125991.64,59763630.0,159.604362,152.312969,365444835.83,348749791.84,16695043.99,228969203.0,14617.86,14658.7,14515.74,14522.96,,163.5308,ok
2022-12-14,160.904646,151.063029,271082178.12,254501631.33,16580546.79,168473804.0,165.357487,165.137238,98635018.64,98503640.71,131377.93,59649563.0,162.068972,154.743145,369717196.76,353005272.04,16711924.72,228123367.0,14557.56,14739.36,14557.56,14739.36,,165.9185,ok
2022-12-15,161.34128,151.514548,272889827.88,256269064.75,16620763.13,169138256.0,165.288568,165.073251,98858778.35,98729997.65,128780.7,59809810.0,162.37246,155.056589,371748606.23,354999062.4,16749543.83,228948066.0,14692.92,14756.38,14649.54,14734.13,,166.2758,ok
2022-12-16,159.464645,149.526586,269727531.91,252917736.48,16809795.43,169145664.0,162.428221,162.199612,96921150.06,96784738.95,136411.11,59670142.0,160.23748,152.831433,366648681.97,349702475.43,16946206.54,228815806.0,14554.21,14568.31,14447.77,14528.55,,164.1012,ok
